dataset,defense,attack,sites,train_offset,train_test_delta,train_examples,test_examples,score
liberatore,packet-random-uniform,vng++,128,94,0,16,4,0.791015625
liberatore,session-random-gaussian,vng++,128,94,0,16,4,0.763671875
liberatore,packet-random-gaussian,vng++,128,94,0,16,4,0.798828125
liberatore,none,vng++,128,84,0,16,4,0.84765625
liberatore,session-random-uniform,vng++,128,84,0,16,4,0.78125
liberatore,packet-random-uniform,vng++,128,84,0,16,4,0.80078125
liberatore,session-random-gaussian,vng++,128,84,0,16,4,0.794921875
liberatore,packet-random-gaussian,vng++,128,84,0,16,4,0.82421875
liberatore,none,vng++,128,133,0,16,4,0.810546875
liberatore,session-random-uniform,vng++,128,133,0,16,4,0.763671875
liberatore,packet-random-uniform,vng++,128,133,0,16,4,0.77734375
liberatore,session-random-gaussian,vng++,128,133,0,16,4,0.77734375
liberatore,packet-random-gaussian,vng++,128,133,0,16,4,0.794921875
liberatore,none,vng++,128,113,0,16,4,0.78125
liberatore,session-random-uniform,vng++,128,113,0,16,4,0.71484375
liberatore,packet-random-uniform,vng++,128,113,0,16,4,0.7578125
liberatore,session-random-gaussian,vng++,128,113,0,16,4,0.751953125
liberatore,packet-random-gaussian,vng++,128,113,0,16,4,0.767578125
liberatore,none,vng++,128,121,0,16,4,0.830078125
liberatore,session-random-uniform,vng++,128,121,0,16,4,0.765625
liberatore,packet-random-uniform,vng++,128,121,0,16,4,0.779296875
liberatore,session-random-gaussian,vng++,128,121,0,16,4,0.779296875
liberatore,packet-random-gaussian,vng++,128,121,0,16,4,0.794921875
liberatore,none,vng++,128,69,0,16,4,0.791015625
liberatore,session-random-uniform,vng++,128,69,0,16,4,0.72265625
liberatore,packet-random-uniform,vng++,128,69,0,16,4,0.74609375
liberatore,session-random-gaussian,vng++,128,69,0,16,4,0.751953125
liberatore,packet-random-gaussian,vng++,128,69,0,16,4,0.779296875
liberatore,none,vng++,128,104,0,16,4,0.798828125
liberatore,session-random-uniform,vng++,128,104,0,16,4,0.703125
liberatore,packet-random-uniform,vng++,128,104,0,16,4,0.76953125
liberatore,session-random-gaussian,vng++,128,104,0,16,4,0.763671875
liberatore,packet-random-gaussian,vng++,128,104,0,16,4,0.755859375
liberatore,none,vng++,128,80,0,16,4,0.841796875
liberatore,session-random-uniform,vng++,128,80,0,16,4,0.7421875
liberatore,packet-random-uniform,vng++,128,80,0,16,4,0.78125
liberatore,session-random-gaussian,vng++,128,80,0,16,4,0.7734375
liberatore,packet-random-gaussian,vng++,128,80,0,16,4,0.814453125
liberatore,none,vng++,128,151,0,16,4,0.875
liberatore,session-random-uniform,vng++,128,151,0,16,4,0.79296875
liberatore,packet-random-uniform,vng++,128,151,0,16,4,0.83984375
liberatore,session-random-gaussian,vng++,128,151,0,16,4,0.802734375
liberatore,packet-random-gaussian,vng++,128,151,0,16,4,0.85546875
liberatore,none,vng++,128,49,0,16,4,0.828125
liberatore,session-random-uniform,vng++,128,49,0,16,4,0.78125
liberatore,packet-random-uniform,vng++,128,49,0,16,4,0.798828125
liberatore,session-random-gaussian,vng++,128,49,0,16,4,0.787109375
liberatore,packet-random-gaussian,vng++,128,49,0,16,4,0.806640625
liberatore,none,vng++,128,144,0,16,4,0.849609375
liberatore,session-random-uniform,vng++,128,144,0,16,4,0.783203125
liberatore,packet-random-uniform,vng++,128,144,0,16,4,0.841796875
liberatore,session-random-gaussian,vng++,128,144,0,16,4,0.802734375
liberatore,packet-random-gaussian,vng++,128,144,0,16,4,0.837890625
liberatore,none,vng++,128,86,0,16,4,0.833984375
liberatore,session-random-uniform,vng++,128,86,0,16,4,0.74609375
liberatore,packet-random-uniform,vng++,128,86,0,16,4,0.798828125
liberatore,session-random-gaussian,vng++,128,86,0,16,4,0.76953125
liberatore,packet-random-gaussian,vng++,128,86,0,16,4,0.810546875
liberatore,none,vng++,128,42,0,16,4,0.828125
liberatore,session-random-uniform,vng++,128,42,0,16,4,0.736328125
liberatore,packet-random-uniform,vng++,128,42,0,16,4,0.779296875
liberatore,session-random-gaussian,vng++,128,42,0,16,4,0.771484375
liberatore,packet-random-gaussian,vng++,128,42,0,16,4,0.798828125
liberatore,none,vng++,128,67,0,16,4,0.833984375
liberatore,session-random-uniform,vng++,128,67,0,16,4,0.78125
liberatore,packet-random-uniform,vng++,128,67,0,16,4,0.8046875
liberatore,session-random-gaussian,vng++,128,67,0,16,4,0.802734375
liberatore,packet-random-gaussian,vng++,128,67,0,16,4,0.80859375
liberatore,none,vng++,128,176,0,16,4,0.76953125
liberatore,session-random-uniform,vng++,128,176,0,16,4,0.701171875
liberatore,packet-random-uniform,vng++,128,176,0,16,4,0.751953125
liberatore,session-random-gaussian,vng++,128,176,0,16,4,0.744140625
liberatore,packet-random-gaussian,vng++,128,176,0,16,4,0.775390625
liberatore,none,vng++,128,41,0,16,4,0.828125
liberatore,session-random-uniform,vng++,128,41,0,16,4,0.7421875
liberatore,packet-random-uniform,vng++,128,41,0,16,4,0.76953125
liberatore,session-random-gaussian,vng++,128,41,0,16,4,0.767578125
liberatore,packet-random-gaussian,vng++,128,41,0,16,4,0.787109375
liberatore,none,vng++,128,27,0,16,4,0.791015625
liberatore,session-random-uniform,vng++,128,27,0,16,4,0.7265625
liberatore,packet-random-uniform,vng++,128,27,0,16,4,0.75
liberatore,session-random-gaussian,vng++,128,27,0,16,4,0.712890625
