dataset,defense,attack,sites,train_offset,train_test_delta,train_examples,test_examples,score
liberatore,none,CUMUL,128,90,0,45,4,0.869140625
liberatore,session-random-255,CUMUL,128,90,0,45,4,0.869140625
liberatore,packet-random-255,CUMUL,128,90,0,45,4,0.85546875
liberatore,session-random-gaussian,CUMUL,128,90,0,45,4,0.857421875
liberatore,packet-random-gaussian,CUMUL,128,90,0,45,4,0.8671875
liberatore,none,CUMUL,128,107,0,45,4,0.8671875
liberatore,session-random-255,CUMUL,128,107,0,45,4,0.853515625
liberatore,packet-random-255,CUMUL,128,107,0,45,4,0.8671875
liberatore,session-random-gaussian,CUMUL,128,107,0,45,4,0.859375
liberatore,packet-random-gaussian,CUMUL,128,107,0,45,4,0.859375
liberatore,none,CUMUL,128,52,0,45,4,0.90234375
liberatore,session-random-255,CUMUL,128,52,0,45,4,0.888671875
liberatore,packet-random-255,CUMUL,128,52,0,45,4,0.87890625
liberatore,session-random-gaussian,CUMUL,128,52,0,45,4,0.896484375
liberatore,packet-random-gaussian,CUMUL,128,52,0,45,4,0.884765625
liberatore,none,CUMUL,128,145,0,45,4,0.849609375
liberatore,session-random-255,CUMUL,128,145,0,45,4,0.830078125
liberatore,packet-random-255,CUMUL,128,145,0,45,4,0.833984375
liberatore,session-random-gaussian,CUMUL,128,145,0,45,4,0.841796875
liberatore,packet-random-gaussian,CUMUL,128,145,0,45,4,0.826171875
liberatore,none,CUMUL,128,132,0,45,4,0.884765625
liberatore,session-random-255,CUMUL,128,132,0,45,4,0.873046875
liberatore,packet-random-255,CUMUL,128,132,0,45,4,0.8828125
liberatore,session-random-gaussian,CUMUL,128,132,0,45,4,0.884765625
liberatore,packet-random-gaussian,CUMUL,128,132,0,45,4,0.880859375
liberatore,none,CUMUL,128,76,0,45,4,0.84375
liberatore,session-random-255,CUMUL,128,76,0,45,4,0.841796875
liberatore,packet-random-255,CUMUL,128,76,0,45,4,0.83203125
liberatore,session-random-gaussian,CUMUL,128,76,0,45,4,0.833984375
liberatore,packet-random-gaussian,CUMUL,128,76,0,45,4,0.828125
liberatore,none,CUMUL,128,92,0,45,4,0.87890625
liberatore,session-random-255,CUMUL,128,92,0,45,4,0.8671875
liberatore,packet-random-255,CUMUL,128,92,0,45,4,0.861328125
liberatore,session-random-gaussian,CUMUL,128,92,0,45,4,0.861328125
liberatore,packet-random-gaussian,CUMUL,128,92,0,45,4,0.869140625
liberatore,none,CUMUL,128,28,0,45,4,0.845703125
liberatore,session-random-255,CUMUL,128,28,0,45,4,0.8203125
liberatore,packet-random-255,CUMUL,128,28,0,45,4,0.8359375
liberatore,session-random-gaussian,CUMUL,128,28,0,45,4,0.822265625
liberatore,packet-random-gaussian,CUMUL,128,28,0,45,4,0.83203125
liberatore,none,CUMUL,128,46,0,45,4,0.853515625
liberatore,session-random-255,CUMUL,128,46,0,45,4,0.810546875
liberatore,packet-random-255,CUMUL,128,46,0,45,4,0.83984375
liberatore,session-random-gaussian,CUMUL,128,46,0,45,4,0.826171875
liberatore,packet-random-gaussian,CUMUL,128,46,0,45,4,0.8359375
liberatore,none,CUMUL,128,64,0,45,4,0.828125
liberatore,session-random-255,CUMUL,128,64,0,45,4,0.7890625
liberatore,packet-random-255,CUMUL,128,64,0,45,4,0.8046875
liberatore,session-random-gaussian,CUMUL,128,64,0,45,4,0.810546875
liberatore,packet-random-gaussian,CUMUL,128,64,0,45,4,0.810546875
liberatore,none,CUMUL,128,5,0,45,4,0.7827788649706457
liberatore,session-random-255,CUMUL,128,5,0,45,4,0.7475538160469667
liberatore,packet-random-255,CUMUL,128,5,0,45,4,0.7632093933463796
liberatore,session-random-gaussian,CUMUL,128,5,0,45,4,0.7534246575342466
liberatore,packet-random-gaussian,CUMUL,128,5,0,45,4,0.7749510763209393
liberatore,none,CUMUL,128,10,0,45,4,0.83203125
liberatore,session-random-255,CUMUL,128,10,0,45,4,0.8046875
liberatore,packet-random-255,CUMUL,128,10,0,45,4,0.794921875
liberatore,session-random-gaussian,CUMUL,128,10,0,45,4,0.796875
liberatore,packet-random-gaussian,CUMUL,128,10,0,45,4,0.814453125
liberatore,none,CUMUL,128,106,0,45,4,0.828125
liberatore,session-random-255,CUMUL,128,106,0,45,4,0.82421875
liberatore,packet-random-255,CUMUL,128,106,0,45,4,0.814453125
liberatore,session-random-gaussian,CUMUL,128,106,0,45,4,0.814453125
liberatore,packet-random-gaussian,CUMUL,128,106,0,45,4,0.81640625
liberatore,none,CUMUL,128,43,0,45,4,0.85546875
liberatore,session-random-255,CUMUL,128,43,0,45,4,0.841796875
liberatore,packet-random-255,CUMUL,128,43,0,45,4,0.822265625
liberatore,session-random-gaussian,CUMUL,128,43,0,45,4,0.830078125
liberatore,packet-random-gaussian,CUMUL,128,43,0,45,4,0.83984375
liberatore,none,CUMUL,128,87,0,45,4,0.830078125
liberatore,session-random-255,CUMUL,128,87,0,45,4,0.828125
liberatore,packet-random-255,CUMUL,128,87,0,45,4,0.81640625
liberatore,session-random-gaussian,CUMUL,128,87,0,45,4,0.8203125
liberatore,packet-random-gaussian,CUMUL,128,87,0,45,4,0.826171875
liberatore,none,CUMUL,128,154,0,45,4,0.853515625
liberatore,session-random-255,CUMUL,128,154,0,45,4,0.826171875
liberatore,packet-random-255,CUMUL,128,154,0,45,4,0.841796875
liberatore,session-random-gaussian,CUMUL,128,154,0,45,4,0.826171875
liberatore,packet-random-gaussian,CUMUL,128,154,0,45,4,0.845703125
liberatore,none,CUMUL,128,97,0,45,4,0.88671875
liberatore,session-random-255,CUMUL,128,97,0,45,4,0.86328125
liberatore,packet-random-255,CUMUL,128,97,0,45,4,0.8671875
liberatore,session-random-gaussian,CUMUL,128,97,0,45,4,0.869140625
liberatore,packet-random-gaussian,CUMUL,128,97,0,45,4,0.880859375
liberatore,none,CUMUL,128,135,0,45,4,0.859375
liberatore,session-random-255,CUMUL,128,135,0,45,4,0.8359375
liberatore,packet-random-255,CUMUL,128,135,0,45,4,0.837890625
liberatore,session-random-gaussian,CUMUL,128,135,0,45,4,0.841796875
liberatore,packet-random-gaussian,CUMUL,128,135,0,45,4,0.845703125
liberatore,none,CUMUL,128,62,0,45,4,0.8359375
liberatore,session-random-255,CUMUL,128,62,0,45,4,0.818359375
liberatore,packet-random-255,CUMUL,128,62,0,45,4,0.8125
liberatore,session-random-gaussian,CUMUL,128,62,0,45,4,0.8125
liberatore,packet-random-gaussian,CUMUL,128,62,0,45,4,0.8125
liberatore,none,CUMUL,128,128,0,45,4,0.82421875
liberatore,session-random-255,CUMUL,128,128,0,45,4,0.802734375
liberatore,packet-random-255,CUMUL,128,128,0,45,4,0.81640625
liberatore,session-random-gaussian,CUMUL,128,128,0,45,4,0.81640625
liberatore,packet-random-gaussian,CUMUL,128,128,0,45,4,0.826171875
liberatore,none,CUMUL,128,85,0,45,4,0.873046875
liberatore,session-random-255,CUMUL,128,85,0,45,4,0.849609375
liberatore,packet-random-255,CUMUL,128,85,0,45,4,0.85546875
liberatore,session-random-gaussian,CUMUL,128,85,0,45,4,0.85546875
liberatore,packet-random-gaussian,CUMUL,128,85,0,45,4,0.861328125
