dataset,defense,size_diff,size_ratio,size_overhead,time_diff,time_ratio,time_overhead
liberatore,packet-random-gaussian,17107.3509375,1.159044694891036,0.15904469489103587,0.0,1.0,0.0
liberatore,session-random-uniform,17268.1525,1.1560616448695107,0.15606164486951069,0.0,1.0,0.0
liberatore,session-random-gaussian,17050.833125,1.1592274527010904,0.15922745270109026,0.0,1.0,0.0
liberatore,packet-random-uniform,17495.9175,1.1590731381451223,0.15907313814512253,0.0,1.0,0.0
liberatore,packet-random-gaussian,17472.043125,1.157698143081667,0.15769814308166696,0.0,1.0,0.0
liberatore,session-random-uniform,17403.165,1.160901336873339,0.16090133687333882,0.0,1.0,0.0
liberatore,session-random-gaussian,17399.810625,1.1565651786919227,0.15656517869192282,0.0,1.0,0.0
liberatore,packet-random-uniform,16768.6625,1.1538290119675076,0.15382901196750773,0.0,1.0,0.0
liberatore,packet-random-gaussian,16773.0609375,1.1545164158644388,0.15451641586443882,0.0,1.0,0.0
liberatore,session-random-uniform,16569.4525,1.1522169772861324,0.15221697728613232,0.0,1.0,0.0
liberatore,session-random-gaussian,16672.9321875,1.1533510850743802,0.15335108507438025,0.0,1.0,0.0
