dataset,defense,feature_set,error_bound,epsilon,closed_world
liberatore,none,herrmann,0.03393148781062768,0.03427423011174513,True
liberatore,none,panchenko,0.0479092400410669,0.04839317175865343,True
liberatore,none,vng++,0.09866672899526521,0.09966336262148003,True
liberatore,none,CUMUL,0.06380617579256116,0.06445068261874864,True
liberatore,session-random-gaussian,liberatore,0.42592021840877864,0.4302224428371501,True
liberatore,session-random-gaussian,herrmann,0.39616669005519733,0.4001683737931286,True
liberatore,session-random-gaussian,panchenko,0.26175347580644104,0.2643974503095364,True
liberatore,session-random-gaussian,vng++,0.14163097652024098,0.14306159244468786,True
liberatore,session-random-gaussian,CUMUL,0.06981143236834324,0.07051659835186186,True
liberatore,packet-random-gaussian,liberatore,0.5721052764152197,0.577884117591131,True
liberatore,packet-random-gaussian,herrmann,0.6717595248872327,0.6785449746335683,True
liberatore,packet-random-gaussian,panchenko,0.10669993773350155,0.10777771488232481,True
liberatore,packet-random-gaussian,vng++,0.11786640931563705,0.11905697910670408,True
liberatore,packet-random-gaussian,CUMUL,0.07121112327151029,0.07193042754698009,True
liberatore,session-random-255,liberatore,0.1634414721267466,0.16509239608762283,True
liberatore,session-random-255,herrmann,0.09180681365309844,0.09273415520514994,True
liberatore,session-random-255,panchenko,0.1517267748520176,0.15325936853739153,True
liberatore,session-random-255,vng++,0.16518001964064918,0.16684850468752443,True
liberatore,session-random-255,CUMUL,0.07380078585495385,0.07454624833833721,True
liberatore,packet-random-255,liberatore,0.38510000826582924,0.38898990733922145,True
liberatore,packet-random-255,herrmann,0.5426980885352715,0.5481798874093651,True
liberatore,packet-random-255,panchenko,0.10916914222990577,0.11027186083828866,True
liberatore,packet-random-255,vng++,0.12716745541211774,0.12845197516375528,True
liberatore,packet-random-255,CUMUL,0.07563956778521959,0.07640360382345412,True
liberatore,none,liberatore,0.0301627420333745,0.03046741619532778,True
liberatore,none,herrmann,0.023378590929086968,0.023614738312209057,True
liberatore,none,panchenko,0.0319179238539549,0.03224032712520697,True
liberatore,none,vng++,0.07944558088212676,0.08024806149709773,True
liberatore,none,CUMUL,0.061464260887387955,0.062085112007462584,True
liberatore,session-random-gaussian,liberatore,0.389257584130176,0.39318947891936973,True
liberatore,session-random-gaussian,herrmann,0.38892762915144846,0.3928561910620691,True
liberatore,session-random-gaussian,panchenko,0.24671283180240255,0.24920488060848742,True
liberatore,session-random-gaussian,vng++,0.12471757568010292,0.12597734917182113,True
liberatore,session-random-gaussian,CUMUL,0.0734845400681192,0.07422680814961535,True
liberatore,packet-random-gaussian,liberatore,0.5427866170328168,0.5482693101341585,True
liberatore,packet-random-gaussian,herrmann,0.7402450645855384,0.7477222874601398,True
liberatore,packet-random-gaussian,panchenko,0.09231306993350619,0.09324552518535978,True
liberatore,packet-random-gaussian,vng++,0.10207188428942368,0.10310291342366029,True
liberatore,packet-random-gaussian,CUMUL,0.07202745776676564,0.07275500784521782,True
liberatore,session-random-255,liberatore,0.1302269637649024,0.13154238764131554,True
liberatore,session-random-255,herrmann,0.0804237335482823,0.08123609449321445,True
liberatore,session-random-255,panchenko,0.12123403142498887,0.12245861760099885,True
liberatore,session-random-255,vng++,0.14944333102587398,0.15095285962209493,True
liberatore,session-random-255,CUMUL,0.07738173750109344,0.0781633712132257,True
liberatore,packet-random-255,liberatore,0.3507705391239967,0.354313675882825,True
liberatore,packet-random-255,herrmann,0.5886400756248238,0.5945859349745695,True
liberatore,packet-random-255,panchenko,0.09812188232449928,0.09911301244898918,True
liberatore,packet-random-255,vng++,0.11804984658811055,0.11924226928091974,True
liberatore,packet-random-255,CUMUL,0.07732744530360292,0.07810853060969991,True
liberatore,none,liberatore,0.02773860100282527,0.0280187888917427,True
liberatore,none,herrmann,0.02051250652728879,0.020719703562917968,True
liberatore,none,panchenko,0.03191440883394968,0.03223677659994917,True
liberatore,none,vng++,0.07358470113163211,0.07432798094104254,True
liberatore,none,CUMUL,0.041155439494961296,0.04157115100501141,True
liberatore,session-random-gaussian,liberatore,0.3997619124454946,0.4037999115611057,True
liberatore,session-random-gaussian,herrmann,0.39934273897631645,0.40337650401648123,True
liberatore,session-random-gaussian,panchenko,0.22276209686955642,0.225012219060158,True
liberatore,session-random-gaussian,vng++,0.10821431175143245,0.10930738560750752,True
liberatore,session-random-gaussian,CUMUL,0.05090895010121619,0.05142318192042039,True
liberatore,packet-random-gaussian,liberatore,0.5630819750818667,0.5687696717998654,True
liberatore,packet-random-gaussian,herrmann,0.6882053678409771,0.6951569372131082,True
liberatore,packet-random-gaussian,panchenko,0.0922478070202223,0.09317960305072959,True
liberatore,packet-random-gaussian,vng++,0.09169659913813083,0.09262282741225336,True
liberatore,packet-random-gaussian,CUMUL,0.04959210977363661,0.05009304017539051,True
liberatore,session-random-255,liberatore,0.12099367090912402,0.12221582920113537,True
liberatore,session-random-255,herrmann,0.07612692347350557,0.07689588229647026,True
liberatore,session-random-255,panchenko,0.10961883255035494,0.11072609348520701,True
liberatore,session-random-255,vng++,0.1252191028936868,0.12648394231685534,True
liberatore,session-random-255,CUMUL,0.05555899062594644,0.05612019255146106,True
liberatore,packet-random-255,liberatore,0.35655939504954376,0.36016100510054927,True
liberatore,packet-random-255,herrmann,0.5559527675471252,0.5615684520678033,True
liberatore,packet-random-255,panchenko,0.09506424811610069,0.09602449304656635,True
liberatore,packet-random-255,vng++,0.09894444617633401,0.09994388502660001,True
liberatore,packet-random-255,CUMUL,0.055241207583475144,0.05579919957926782,True
liberatore,none,liberatore,0.04419148429812327,0.04463786292739724,True
liberatore,none,herrmann,0.03196997867453012,0.032292907752050626,True
liberatore,none,panchenko,0.04891376449800012,0.04940784292727284,True
liberatore,none,vng++,0.11714235081665861,0.11832560688551375,True
liberatore,none,CUMUL,0.07478159061979414,0.07553696022201428,True
liberatore,session-random-gaussian,liberatore,0.42950010520426235,0.4338384901053155,True
liberatore,session-random-gaussian,herrmann,0.40082264556630437,0.4048713591578832,True
liberatore,session-random-gaussian,panchenko,0.25132164925935013,0.25386025177712135,True
liberatore,session-random-gaussian,vng++,0.1644785639847622,0.16613996362097194,True
liberatore,session-random-gaussian,CUMUL,0.08113224405368004,0.08195176167038389,True
liberatore,packet-random-gaussian,liberatore,0.5662033727238438,0.5719225987109534,True
liberatore,packet-random-gaussian,herrmann,0.6775498543018851,0.6843937922241263,True
liberatore,packet-random-gaussian,panchenko,0.09734598522437177,0.09832927800441592,True
liberatore,packet-random-gaussian,vng++,0.13369003750047498,0.13504044191967168,True
liberatore,packet-random-gaussian,CUMUL,0.07738149330107015,0.07816312454653551,True
liberatore,session-random-255,liberatore,0.15868211031106863,0.16028495991017033,True
liberatore,session-random-255,herrmann,0.09396812999981531,0.09491730303011647,True
liberatore,session-random-255,panchenko,0.1436325848659459,0.145083419056511,True
liberatore,session-random-255,vng++,0.18752879458652288,0.18942302483487158,True
liberatore,session-random-255,CUMUL,0.08560975991932747,0.08647450496901764,True
liberatore,packet-random-255,liberatore,0.3961386688457311,0.40014006954114256,True
liberatore,packet-random-255,herrmann,0.5586760907886875,0.5643192836249369,True
liberatore,packet-random-255,panchenko,0.10034546587169722,0.10135905643605779,True
liberatore,packet-random-255,vng++,0.14585932822966743,0.14733265477744184,True
liberatore,packet-random-255,CUMUL,0.0818405165811119,0.08266718846576958,True
liberatore,none,liberatore,0.05133766721600375,0.051856229511114904,True
liberatore,none,herrmann,0.04011717423076555,0.040522398212894495,True
liberatore,none,panchenko,0.056096532106411,0.05666316374384949,True
liberatore,none,vng++,0.10985825303683407,0.11096793236043846,True
liberatore,none,CUMUL,0.0715424660765146,0.07226511724900465,True
liberatore,session-random-gaussian,liberatore,0.4121070335777393,0.41626973088660535,True
liberatore,session-random-gaussian,herrmann,0.3959696522676527,0.3999693457249017,True
liberatore,session-random-gaussian,panchenko,0.24591567229018207,0.2483996689799819,True
liberatore,session-random-gaussian,vng++,0.15922071275695843,0.1608290027848065,True
liberatore,session-random-gaussian,CUMUL,0.0768943358093826,0.07767104627210362,True
liberatore,packet-random-gaussian,liberatore,0.5454538447561704,0.5509634795516872,True
liberatore,packet-random-gaussian,herrmann,0.708911374460467,0.7160720954146131,True
liberatore,packet-random-gaussian,panchenko,0.10963295236061642,0.11074035591981457,True
liberatore,packet-random-gaussian,vng++,0.13253625293032392,0.13387500295992316,True
liberatore,packet-random-gaussian,CUMUL,0.07656877774027261,0.07734219973764911,True
liberatore,session-random-255,liberatore,0.15221639149041374,0.15375393079839772,True
liberatore,session-random-255,herrmann,0.09418896568271604,0.09514036937648085,True
liberatore,session-random-255,panchenko,0.14897364210903963,0.1504784263727673,True
liberatore,session-random-255,vng++,0.18482048304290322,0.18668735660899316,True
liberatore,session-random-255,CUMUL,0.08102446800869313,0.08184289697847791,True
liberatore,packet-random-255,liberatore,0.3762970900909664,0.380098070798956,True
liberatore,packet-random-255,herrmann,0.5982523208466182,0.6042952735824426,True
liberatore,packet-random-255,panchenko,0.1117161368486063,0.1128445826753599,True
liberatore,packet-random-255,vng++,0.13473260019887268,0.13609353555441683,True
liberatore,packet-random-255,CUMUL,0.07797911068261398,0.07876677846728686,True
liberatore,none,liberatore,0.052340239525441416,0.05286892881357719,True
liberatore,none,herrmann,0.04712718032757007,0.04760321245209098,True
liberatore,none,panchenko,0.056043159085846596,0.05660925160186525,True
liberatore,none,vng++,0.109407653087582,0.11051278089654748,True
liberatore,none,CUMUL,0.08380537060012509,0.08465188949507585,True
liberatore,session-random-gaussian,liberatore,0.4030133475409493,0.40708418943530233,True
liberatore,session-random-gaussian,herrmann,0.39322658466162613,0.39719857036527895,True
liberatore,session-random-gaussian,panchenko,0.24498570607734338,0.2474603091690337,True
liberatore,session-random-gaussian,vng++,0.15405140886325333,0.15560748370025587,True
liberatore,session-random-gaussian,CUMUL,0.09214738422175886,0.0930781658805645,True
liberatore,packet-random-gaussian,liberatore,0.5535436722156141,0.5591350224400142,True
liberatore,packet-random-gaussian,herrmann,0.6622417816059184,0.6689310925312306,True
liberatore,packet-random-gaussian,panchenko,0.1149340958143014,0.11609504627707214,True
liberatore,packet-random-gaussian,vng++,0.13195818203266438,0.13329109296228725,True
liberatore,packet-random-gaussian,CUMUL,0.09330600450277339,0.0942484893967408,True
liberatore,session-random-255,liberatore,0.14785601988637315,0.14934951503674054,True
liberatore,session-random-255,herrmann,0.09601614076635309,0.09698600077409403,True
liberatore,session-random-255,panchenko,0.134153074738397,0.1355081563014111,True
liberatore,session-random-255,vng++,0.17796239278111708,0.1797599927081991,True
liberatore,session-random-255,CUMUL,0.09435555437076862,0.09530864077855417,True
liberatore,packet-random-255,liberatore,0.3710745696417282,0.37482279761790727,True
liberatore,packet-random-255,herrmann,0.5391487391281745,0.544594685988055,True
liberatore,packet-random-255,panchenko,0.11935805539943753,0.12056369232266416,True
liberatore,packet-random-255,vng++,0.14328262350544094,0.14472992273276863,True
liberatore,packet-random-255,CUMUL,0.09845514408132126,0.0994496404861831,True
liberatore,none,liberatore,0.06429286550798108,0.06494228839190008,True
liberatore,none,herrmann,0.0360085066497226,0.03637222893911374,True
liberatore,none,panchenko,0.0648281478676575,0.0654829776440985,True
liberatore,none,vng++,0.119697115910198,0.12090617768706867,True
liberatore,none,CUMUL,0.08555390604611815,0.08641808691527086,True
liberatore,session-random-gaussian,liberatore,0.42352583996532234,0.4278038787528508,True
liberatore,session-random-gaussian,herrmann,0.40486869138272735,0.40895827412396707,True
liberatore,session-random-gaussian,panchenko,0.24784449379008253,0.2503479735253359,True
liberatore,session-random-gaussian,vng++,0.16537755512701807,0.16704803548183644,True
liberatore,session-random-gaussian,CUMUL,0.09159469444658601,0.0925198933803899,True
liberatore,packet-random-gaussian,liberatore,0.5806998395912172,0.586565494536583,True
liberatore,packet-random-gaussian,herrmann,0.6949894881516077,0.7020095839915228,True
liberatore,packet-random-gaussian,panchenko,0.1260340463394739,0.1273071175146201,True
liberatore,packet-random-gaussian,vng++,0.14433431828966162,0.1457922406966279,True
liberatore,packet-random-gaussian,CUMUL,0.0901633239738664,0.09107406462006706,True
liberatore,session-random-255,liberatore,0.183956516961849,0.18581466359782725,True
liberatore,session-random-255,herrmann,0.10335433951119351,0.1043983227385793,True
liberatore,session-random-255,panchenko,0.16778252129309154,0.16947729423544602,True
liberatore,session-random-255,vng++,0.18968945590883796,0.19160551101902823,True
liberatore,session-random-255,CUMUL,0.09546050704721479,0.09642475459314626,True
liberatore,packet-random-255,liberatore,0.3913209551024859,0.395273692022713,True
liberatore,packet-random-255,herrmann,0.5445597144127936,0.5500603175886803,True
liberatore,packet-random-255,panchenko,0.12809938285384753,0.1293933160139874,True
liberatore,packet-random-255,vng++,0.15594636609381288,0.1575215819129423,True
liberatore,packet-random-255,CUMUL,0.09540503462402719,0.09636872184245171,True
liberatore,none,liberatore,0.09639270370033348,0.09736636737407423,True
liberatore,none,herrmann,0.07710241538275497,0.07788122765934845,True
liberatore,none,panchenko,0.09950014037058937,0.10050519229352461,True
liberatore,none,vng++,0.16182610521702628,0.16346071234043058,True
liberatore,none,CUMUL,0.11622199615691856,0.11739595571405914,True
liberatore,session-random-gaussian,liberatore,0.45418286701524746,0.45877057274267424,True
liberatore,session-random-gaussian,herrmann,0.42460544749705975,0.42889439141117147,True
liberatore,session-random-gaussian,panchenko,0.3038914080118222,0.30696101819375976,True
liberatore,session-random-gaussian,vng++,0.20914085777267102,0.2112533916895667,True
liberatore,session-random-gaussian,CUMUL,0.12693800917894668,0.12822021129186534,True
liberatore,packet-random-gaussian,liberatore,0.5748385856079591,0.5806450359676354,True
liberatore,packet-random-gaussian,herrmann,0.7313032663522787,0.7386901680326048,True
liberatore,packet-random-gaussian,panchenko,0.15515869771554788,0.1567259572884322,True
liberatore,packet-random-gaussian,vng++,0.17483866627519684,0.17660471340928974,True
liberatore,packet-random-gaussian,CUMUL,0.12917771868985642,0.1304825441311681,True
liberatore,session-random-255,liberatore,0.21723354110054705,0.21942781929348185,True
liberatore,session-random-255,herrmann,0.14005706073878116,0.14147177852402137,True
liberatore,session-random-255,panchenko,0.20006519256333563,0.2020860530942784,True
liberatore,session-random-255,vng++,0.23256683463159608,0.23491599457736978,True
liberatore,session-random-255,CUMUL,0.13015582807115567,0.13147053340520776,True
liberatore,packet-random-255,liberatore,0.3866568140767644,0.39056243846137817,True
liberatore,packet-random-255,herrmann,0.5847334210670712,0.5906398192596678,True
liberatore,packet-random-255,panchenko,0.15759324846563139,0.15918509946023374,True
liberatore,packet-random-255,vng++,0.18001666683813794,0.18183501700822016,True
liberatore,packet-random-255,CUMUL,0.1320576942474512,0.1333916103509608,True
liberatore,none,liberatore,0.03745866231433283,0.03783703264074023,True
liberatore,none,herrmann,0.03021096067937932,0.030516121898362947,True
liberatore,none,panchenko,0.04079032874712031,0.0412023522698185,True
liberatore,none,vng++,0.08867098127265421,0.08956664775015577,True
liberatore,none,CUMUL,0.07153443178309632,0.07225700180110739,True
liberatore,session-random-gaussian,liberatore,0.3975854491996335,0.40160146383801365,True
liberatore,session-random-gaussian,herrmann,0.4036323678783081,0.4077094625033415,True
liberatore,session-random-gaussian,panchenko,0.23452994764848553,0.23689893701867226,True
liberatore,session-random-gaussian,vng++,0.1381373350122685,0.13953266162855404,True
liberatore,session-random-gaussian,CUMUL,0.08172305985453975,0.0825485453076159,True
liberatore,packet-random-gaussian,liberatore,0.50889502185074,0.5140353756068081,True
liberatore,packet-random-gaussian,herrmann,0.6911722904414654,0.698153828728753,True
liberatore,packet-random-gaussian,panchenko,0.0949536324860035,0.09591276008687223,True
liberatore,packet-random-gaussian,vng++,0.11113823612583983,0.11226084457155537,True
liberatore,packet-random-gaussian,CUMUL,0.08106930957305666,0.08188819148793602,True
liberatore,session-random-255,liberatore,0.1369179406411128,0.13830095014253818,True
liberatore,session-random-255,herrmann,0.09015501334952142,0.09106567005002163,True
liberatore,session-random-255,panchenko,0.12556261071145247,0.12683091991055806,True
liberatore,session-random-255,vng++,0.16081063682654487,0.16243498669347967,True
liberatore,session-random-255,CUMUL,0.08724421907140355,0.08812547380949853,True
liberatore,packet-random-255,liberatore,0.322467978296172,0.32572523060219394,True
liberatore,packet-random-255,herrmann,0.5545864035195961,0.5601882863834304,True
liberatore,packet-random-255,panchenko,0.09950014037058925,0.1005051922935245,True
liberatore,packet-random-255,vng++,0.12390358504378966,0.12515513640786835,True
liberatore,packet-random-255,CUMUL,0.08483482170379539,0.08569173909474281,True
liberatore,none,liberatore,0.07878487721065569,0.07958068405116736,True
liberatore,none,herrmann,0.06787690626467881,0.06856253158048364,True
liberatore,none,panchenko,0.08226821141925404,0.08309920345379196,True
liberatore,none,vng++,0.12036731892137353,0.12158315042562984,True
liberatore,none,CUMUL,0.0925235379131105,0.09345811910415201,True
liberatore,session-random-gaussian,liberatore,0.4213753434821877,0.4256316600830179,True
liberatore,session-random-gaussian,herrmann,0.41093782717224575,0.4150887143153998,True
liberatore,session-random-gaussian,panchenko,0.27492308106050584,0.27770008187929884,True
liberatore,session-random-gaussian,vng++,0.15616728296378304,0.15774473026644753,True
liberatore,session-random-gaussian,CUMUL,0.10222806982874251,0.1032606765946894,True
liberatore,packet-random-gaussian,liberatore,0.5623868570775684,0.5680675324015843,True
liberatore,packet-random-gaussian,herrmann,0.6893556918882384,0.6963188806951904,True
liberatore,packet-random-gaussian,panchenko,0.12894773677784221,0.1302502391695376,True
liberatore,packet-random-gaussian,vng++,0.13251938797428192,0.1338579676507898,True
liberatore,packet-random-gaussian,CUMUL,0.1028416150427253,0.10388041923507607,True
liberatore,session-random-255,liberatore,0.17830732416757647,0.18010840825007726,True
liberatore,session-random-255,herrmann,0.12298961943930573,0.12423193882758155,True
liberatore,session-random-255,panchenko,0.17404963386245123,0.17580771097217296,True
liberatore,session-random-255,vng++,0.18179086864846675,0.1836271400489563,True
liberatore,session-random-255,CUMUL,0.1058037548145774,0.10687247961068426,True
liberatore,packet-random-255,liberatore,0.38469098800695195,0.3885767555625777,True
liberatore,packet-random-255,herrmann,0.550400181983659,0.5559597797814737,True
liberatore,packet-random-255,panchenko,0.13379032941691205,0.13514174688576974,True
liberatore,packet-random-255,vng++,0.14367559411299027,0.1451268627403942,True
liberatore,packet-random-255,CUMUL,0.10317645498103739,0.10421864139498725,True
liberatore,none,liberatore,0.06642867086510303,0.06709966754050811,True
liberatore,none,herrmann,0.0563009050020452,0.05686960101216687,True
liberatore,none,panchenko,0.06798427345299587,0.06867098328585441,True
liberatore,none,vng++,0.11854776378736628,0.11974521594683464,True
liberatore,none,CUMUL,0.08292282577500609,0.08376043007576373,True
liberatore,session-random-gaussian,liberatore,0.41419534562492477,0.41837913699487356,True
liberatore,session-random-gaussian,herrmann,0.41205017518819165,0.4162122981698905,True
liberatore,session-random-gaussian,panchenko,0.24995405548033725,0.25247884391953257,True
liberatore,session-random-gaussian,vng++,0.16884897856727965,0.17055452380533298,True
liberatore,session-random-gaussian,CUMUL,0.0927441836354584,0.0936809935711701,True
liberatore,packet-random-gaussian,liberatore,0.5577813053557262,0.563415459955279,True
liberatore,packet-random-gaussian,herrmann,0.6651400301668424,0.6718586163301439,True
liberatore,packet-random-gaussian,panchenko,0.11063147656969201,0.11174896623201214,True
liberatore,packet-random-gaussian,vng++,0.1397659145858712,0.14117769150088,True
liberatore,packet-random-gaussian,CUMUL,0.08960508664253333,0.09051018852781145,True
liberatore,session-random-255,liberatore,0.16650136612135183,0.16818319810237556,True
liberatore,session-random-255,herrmann,0.11333757922447703,0.1144824032570475,True
liberatore,session-random-255,panchenko,0.1545659810613408,0.15612725359731394,True
liberatore,session-random-255,vng++,0.1840601759436379,0.1859193696400383,True
liberatore,session-random-255,CUMUL,0.09833358255455196,0.09932685106520402,True
liberatore,packet-random-255,liberatore,0.36759579050266705,0.37130887929562334,True
liberatore,packet-random-255,herrmann,0.5469232572115751,0.5524477345571466,True
liberatore,packet-random-255,panchenko,0.1174124685740692,0.11859845310512042,True
liberatore,packet-random-255,vng++,0.1482500371250379,0.14974751224751304,True
liberatore,packet-random-255,CUMUL,0.09434549071642596,0.09529847547113733,True
liberatore,none,liberatore,0.04402907021410011,0.044473808297070816,True
liberatore,none,herrmann,0.031294622941959276,0.03161073024440331,True
liberatore,none,panchenko,0.04832967552332842,0.048817854063968096,True
liberatore,none,vng++,0.1031764549810375,0.10421864139498738,True
liberatore,none,CUMUL,0.06343213956019395,0.06407286824262015,True
liberatore,session-random-gaussian,liberatore,0.42007105706061915,0.42431419905113044,True
liberatore,session-random-gaussian,herrmann,0.4064248120421843,0.4105301131739235,True
liberatore,session-random-gaussian,panchenko,0.2608024958901738,0.26343686453552906,True
liberatore,session-random-gaussian,vng++,0.1485441188036059,0.15004456444808678,True
liberatore,session-random-gaussian,CUMUL,0.07369273712362183,0.07443710820567861,True
liberatore,packet-random-gaussian,liberatore,0.5619240721554177,0.5676000728842603,True
liberatore,packet-random-gaussian,herrmann,0.7030017421655667,0.7101027698642088,True
liberatore,packet-random-gaussian,panchenko,0.1115889344959275,0.11271609545043182,True
liberatore,packet-random-gaussian,vng++,0.12693800917894668,0.12822021129186534,True
liberatore,packet-random-gaussian,CUMUL,0.07342267102006057,0.07416431416167735,True
liberatore,session-random-255,liberatore,0.14948587162380197,0.15099582992303232,True
liberatore,session-random-255,herrmann,0.08653168290194037,0.08740574030499026,True
liberatore,session-random-255,panchenko,0.1381373350122685,0.13953266162855404,True
liberatore,session-random-255,vng++,0.17283722551746142,0.17458305607824384,True
liberatore,session-random-255,CUMUL,0.07970883778869965,0.08051397756434309,True
liberatore,packet-random-255,liberatore,0.3784266192843249,0.38224911038820697,True
liberatore,packet-random-255,herrmann,0.6037449029462524,0.6098433363093458,True
liberatore,packet-random-255,panchenko,0.11508971888541616,0.11625224129840016,True
liberatore,packet-random-255,vng++,0.14069793359488406,0.14211912484331723,True
liberatore,packet-random-255,CUMUL,0.07911087392592069,0.07990997366254615,True
liberatore,none,liberatore,0.050118624506262456,0.05062487323864894,True
liberatore,none,herrmann,0.03782249553982847,0.03820454094932169,True
liberatore,none,panchenko,0.05534712325912137,0.055906185110223605,True
liberatore,none,vng++,0.11170164522526849,0.11282994467198837,True
liberatore,none,CUMUL,0.07710241538275497,0.07788122765934845,True
liberatore,session-random-gaussian,liberatore,0.41051056955281756,0.414657140962442,True
liberatore,session-random-gaussian,herrmann,0.394003355714145,0.3979831875900455,True
liberatore,session-random-gaussian,panchenko,0.27547708224298356,0.2782596790333167,True
liberatore,session-random-gaussian,vng++,0.16104945865268894,0.16267622086130198,True
liberatore,session-random-gaussian,CUMUL,0.08625778011647597,0.08712907082472321,True
liberatore,packet-random-gaussian,liberatore,0.5825407995884743,0.588425050089368,True
liberatore,packet-random-gaussian,herrmann,0.6426082902543586,0.6490992830852108,True
liberatore,packet-random-gaussian,panchenko,0.10206081289313514,0.103091730195086,True
liberatore,packet-random-gaussian,vng++,0.12912021745193702,0.13042446207266364,True
liberatore,packet-random-gaussian,CUMUL,0.08450676424392876,0.08536036792316036,True
liberatore,session-random-255,liberatore,0.15480301724682932,0.15636668408770638,True
liberatore,session-random-255,herrmann,0.09777861491667886,0.09876627769361501,True
liberatore,session-random-255,panchenko,0.15533659478805473,0.15690565130106537,True
liberatore,session-random-255,vng++,0.18855630266374923,0.19046091178156488,True
liberatore,session-random-255,CUMUL,0.08911043962092653,0.09001054507164297,True
liberatore,packet-random-255,liberatore,0.3455583812322485,0.34904886993156414,True
liberatore,packet-random-255,herrmann,0.5511891067897243,0.556756673524974,True
liberatore,packet-random-255,panchenko,0.10770923160218884,0.10879720363857459,True
liberatore,packet-random-255,vng++,0.13251938797428203,0.13385796765078992,True
liberatore,packet-random-255,CUMUL,0.08905549560475144,0.0899550460654055,True
liberatore,none,liberatore,0.042408315781528164,0.042836682607604204,True
liberatore,none,herrmann,0.033724412107053604,0.03406506273439758,True
liberatore,none,panchenko,0.046229371086385286,0.04669633443069221,True
liberatore,none,vng++,0.1019493257702013,0.10297911693959727,True
liberatore,none,CUMUL,0.06852129704479883,0.06921343135838266,True
liberatore,session-random-gaussian,liberatore,0.41093782717224575,0.4150887143153998,True
liberatore,session-random-gaussian,herrmann,0.4031260782757509,0.40719805886439486,True
liberatore,session-random-gaussian,panchenko,0.23946019426015788,0.24187898410116956,True
liberatore,session-random-gaussian,vng++,0.1500750033485134,0.15159091247324585,True
liberatore,session-random-gaussian,CUMUL,0.07862192258097404,0.0794160834151253,True
liberatore,packet-random-gaussian,liberatore,0.5547001033769936,0.560303134724236,True
liberatore,packet-random-gaussian,herrmann,0.6807525262835604,0.6876288144278387,True
liberatore,packet-random-gaussian,panchenko,0.11548584917109538,0.11665237290009633,True
liberatore,packet-random-gaussian,vng++,0.13454222781016248,0.13590124021228533,True
liberatore,packet-random-gaussian,CUMUL,0.0773735704024346,0.07815512161862082,True
liberatore,session-random-255,liberatore,0.1487794581680735,0.15028228097785204,True
liberatore,session-random-255,herrmann,0.08735388994357261,0.08823625246825517,True
liberatore,session-random-255,panchenko,0.13842792436576465,0.1398261862280451,True
liberatore,session-random-255,vng++,0.16662159367639473,0.1683046400771664,True
liberatore,session-random-255,CUMUL,0.08510829377212216,0.08596797350719411,True
liberatore,packet-random-255,liberatore,0.360950717351971,0.36459668419391006,True
liberatore,packet-random-255,herrmann,0.5786716639957805,0.5845168323189702,True
liberatore,packet-random-255,panchenko,0.11803669801992234,0.11922898789891145,True
liberatore,packet-random-255,vng++,0.1423898301695525,0.14382811128237627,True
liberatore,packet-random-255,CUMUL,0.08642211182433203,0.08729506244882022,True
liberatore,none,liberatore,0.047541512850566015,0.04802173015208688,True
liberatore,none,herrmann,0.03896687754842098,0.0393604823721424,True
liberatore,none,panchenko,0.05386539429417525,0.0544094891860356,True
liberatore,none,vng++,0.09716854894106684,0.09815004943542105,True
liberatore,none,CUMUL,0.05948723813157724,0.06008811932482549,True
liberatore,session-random-gaussian,liberatore,0.3792365433328546,0.3830672154877319,True
liberatore,session-random-gaussian,herrmann,0.3849363669827776,0.3888246131139168,True
liberatore,session-random-gaussian,panchenko,0.23439891477049882,0.23676658057626146,True
liberatore,session-random-gaussian,vng++,0.14005706073878116,0.14147177852402137,True
liberatore,session-random-gaussian,CUMUL,0.06911238470701535,0.06981048960304581,True
liberatore,packet-random-gaussian,liberatore,0.5523186090316382,0.5578975848804426,True
liberatore,packet-random-gaussian,herrmann,0.6945038071311241,0.7015189971021455,True
liberatore,packet-random-gaussian,panchenko,0.10250690143528439,0.10354232468210545,True
liberatore,packet-random-gaussian,vng++,0.11582553228774742,0.11699548715934083,True
liberatore,packet-random-gaussian,CUMUL,0.0675012195130012,0.06818305001313252,True
liberatore,session-random-255,liberatore,0.14279872521342363,0.14424113657921578,True
liberatore,session-random-255,herrmann,0.09219267100340504,0.09312391010444954,True
liberatore,session-random-255,panchenko,0.1373822661942809,0.13876996585280899,True
liberatore,session-random-255,vng++,0.1612883493035711,0.16291752454906172,True
liberatore,session-random-255,CUMUL,0.07455748405484258,0.07531058995438644,True
liberatore,packet-random-255,liberatore,0.37030572053632765,0.3740461823599269,True
liberatore,packet-random-255,herrmann,0.5516405584454694,0.557212685298454,True
liberatore,packet-random-255,panchenko,0.10742875641679779,0.10851389537050282,True
liberatore,packet-random-255,vng++,0.125390839743182,0.12665741388200202,True
liberatore,packet-random-255,CUMUL,0.07374675989658845,0.07449167666322067,True
liberatore,none,liberatore,0.04006876555453353,0.04047350056013488,True
liberatore,none,herrmann,0.030526544319188574,0.03083489325170563,True
liberatore,none,panchenko,0.04702602185334344,0.04750103217509438,True
liberatore,none,vng++,0.10762057553206622,0.10870765205259214,True
liberatore,none,CUMUL,0.08901943612070964,0.08991862234415116,True
liberatore,session-random-gaussian,liberatore,0.41499712683146006,0.4191890170014748,True
